source_dataset,source_record_id,domain,category,generated_user_text,generated_context,generated_goal,generated_entities,generated_missing_information,generated_execution_plan,generated_tool_calls,generated_expected_response,generated_success_criteria,generation_model,generation_stage
BANKING77,BANKING77_005766,finance,finance/payments,I am still waiting for a refund,,User wants to query account balance or available funds. based on: 'I am still waiting for a refund'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_419696fd"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005812,finance,finance/payments,My refund isn't showing up,,User wants to query account balance or available funds. based on: 'My refund isn't showing up'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_6114df78"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005738,finance,finance/payments,The refund I asked for isn't showing up,,User wants to query account balance or available funds. based on: 'The refund I asked for isn't showing up'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_19285595"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005690,finance,finance/payments,Why am I still waiting for my refund,,User wants to query account balance or available funds. based on: 'Why am I still waiting for my refund'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_9fa295a1"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005757,finance,finance/payments,Why is the refund not on my statement?,,User wants to query account balance or available funds. based on: 'Why is the refund not on my statement?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_de844146"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005743,finance,finance/payments,I can't see all the refunds in my statement,,User wants to query account balance or available funds. based on: 'I can't see all the refunds in my statement'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_7f8a9bab"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005804,finance,finance/payments,I returned an item but don't see it on my account?,,User wants to query account balance or available funds. based on: 'I returned an item but don't see it on my account?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_69ff08b9"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005699,finance,finance/payments,i need a refund right away but the funds aren't available in my account,,User wants to query account balance or available funds. based on: 'i need a refund right away but the funds aren't available in'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_153d6188"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005752,finance,finance/payments,when should I receive my refund,,User wants to query account balance or available funds. based on: 'when should I receive my refund'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_4a2bdae3"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005779,finance,finance/payments,My refund has not shown up on my statement.,,User wants to query account balance or available funds. based on: 'My refund has not shown up on my statement.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_04d61224"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005687,finance,finance/payments,Why isn't my refund showing up in my statement?,,User wants to query account balance or available funds. based on: 'Why isn't my refund showing up in my statement?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_3a9d153d"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005793,finance,finance/payments,"Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please.",,User wants to query account balance or available funds. based on: 'Can you let me know where my refund money is? I requested a '.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_93cce8b0"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005819,finance,finance/payments,My refund is not here yet,,User wants to query account balance or available funds. based on: 'My refund is not here yet'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_cd503727"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005815,finance,finance/payments,"I'm supposed to be getting a refund but it hasn't shown up, now what?",,"User wants to query account balance or available funds. based on: 'I'm supposed to be getting a refund but it hasn't shown up, '.",{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_597710cb"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005710,finance,finance/payments,I am waiting on the refund,,User wants to query account balance or available funds. based on: 'I am waiting on the refund'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_ebced2f8"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005734,finance,finance/payments,"It's been more than a week since I had a return charged to my card, why hasn't it showed up?",,User wants to query account balance or available funds. based on: 'It's been more than a week since I had a return charged to m'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_c07b2135"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005765,finance,finance/payments,I contacted the seller and he won't respond.  Please just refund me my  money.,,User wants to query account balance or available funds. based on: 'I contacted the seller and he won't respond.  Please just re'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_e23b4b7c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005701,finance,finance/payments,There is a refund missing.,,User wants to query account balance or available funds. based on: 'There is a refund missing.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_ba231ff1"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_005776,finance,finance/payments,how does my statement get updated so i know when a refund will reflect on my balance,,User wants to query account balance or available funds. based on: 'how does my statement get updated so i know when a refund wi'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_3bc743be"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
