raw_text,source
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,BANKING77
How can I receive a virtual card?,BANKING77
How many days does a regular transaction take to complete?  I see a pending payment that hasn't changed in the last several days.,BANKING77
I don't see any change in my balance.,BANKING77
What is necessary for the identity verification?,BANKING77
Can someone help with my passcode?,BANKING77
Where do you mail physical cards?,BANKING77
A refund for a recent return has not arrived on my card.,BANKING77
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,BANKING77
I was overcharged a pound.,BANKING77
I need my refund as soon as possible. What else do I have to do?,BANKING77
I made a cash withdrawl and there is a charge.  What is this?,BANKING77
How can I sign up for a virtual card?,BANKING77
Is there a list of where I can use my card?,BANKING77
exchanging currencies costs what?,BANKING77
I need more than one disposable card,BANKING77
How can I transfer money into my account?,BANKING77
What fees are there for adding money using an international card,BANKING77
Will I be charged for adding money using an international card?,BANKING77
Is there a number to call to get my pin unblocked?,BANKING77
What currencies and methods can i use to top up my account?,BANKING77
An extra fee has been added to my card payment is this correct?,BANKING77
With what currencies can I add money?,BANKING77
Why is my deposit still pending?,BANKING77
Where can I find the auto-top option?,BANKING77
There's a payment in the app I don't recognize.,BANKING77
There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not?,BANKING77
Can I transfer money to my account with the app?,BANKING77
I'd like to get another card,BANKING77
Show me how to look at the source of my current funds?,BANKING77
I'm wanting to get a Visa card today.,BANKING77
Can I change my PIN in Austria?,BANKING77
How can I locate the virtual card?,BANKING77
"If I want to add funds to the account using American Express, how do I do that?",BANKING77
I deposited cash into my account and I'm having trouble seeing it on my account.,BANKING77
Is it possible to get both Visa and Mastercard from you?,BANKING77
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,BANKING77
"I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this?",BANKING77
What are the restrictions on auto top-up?,BANKING77
Can I use app to unblock my card?,BANKING77
Is a tracking number available for the card that was just sent?,BANKING77
"My PIN has been blocked, what should I do?",BANKING77
My phone has been stolen.  How can I make sure no one uses my account from it?,BANKING77
"Can you send me a Mastercard, instead of a Visa?",BANKING77
Is there a way to verify a card top-up?,BANKING77
Transfer isn't working?,BANKING77
I'd prefer a Mastercard.,BANKING77
I entered a typo when I was transferring money and now I've sent it to an incorrect account.  This is so bad!  I need it cancelled now.,BANKING77
Why did I get declined when trying to get cash?,BANKING77
How can I receive money from my friend?,BANKING77
I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account?,BANKING77
Why doesn't the person I sent money to see that transfer yet?,BANKING77
There is a repeat charge for the same item,BANKING77
The wrong exchange rate was used for my cash withdrawal,BANKING77
Send me my card now! ASAP,BANKING77
How long until transfers from Europe go through?,BANKING77
I made a card payment but it didn't work. Why not?,BANKING77
I have not received an item i ordered yet so i want to cancel it and get a refund. Can you please guide me on how to go about it?,BANKING77
Why would a transfer to a beneficiary not go through?,BANKING77
Is there extra fees for making a withdraw in a different country at a cash machine.,BANKING77
I have a payment I didnt make on my account,BANKING77
Why can't I see the top up I made?,BANKING77
I was getting cash and the card got stuck inside,BANKING77
"I want to deposit funds, what payments are accepted?",BANKING77
"I have been waiting for my transfer, shouldn't it be here already?",BANKING77
How do I go about transferring money using my credit card?,BANKING77
How simple is it to transfer money into my account?,BANKING77
My order needs to be canceled.,BANKING77
I am still waiting on my card?,BANKING77
Why would a merchant revert a card payment?,BANKING77
I didn't receive the correct exchange rate for an item that I bought.,BANKING77
How does the exchange rate work?,BANKING77
Why am I being a charged for using my card?,BANKING77
How can I change my name because I just got married?,BANKING77
Where can i find the virtual card?,BANKING77
"I tried to top-up, why didn't it work?",BANKING77
My currency rate is inaccurate.,BANKING77
Where's my virtual card,BANKING77
How can receive a physical card,BANKING77
I see a direct debit that isn't mine? How can I get my money back?,BANKING77
Why has my top up been cancelled,BANKING77
"left my phone at hotel, cant use app",BANKING77
I have a payment which has not been approved.,BANKING77
Can the card was sen to me be tracked?,BANKING77
I placed my order a week ago. Is it ok that my card isn't here yet?,BANKING77
How do I use a check to top up?,BANKING77
The cash I asked for still hasn't been received,BANKING77
Is auto top up available?,BANKING77
How long do transfers take to go though,BANKING77
Are there any reasons that my identity wouldn't be accepted even though everything I've provided is factual?,BANKING77
